EndDate,EventID,Other,RoadName,StartDate,SvcDept
2016-05-30,RMINRM-201604-0311,"For details, please call",AH HOOD ROAD,2016-04-16,LAND TRANSPORT AUTHORITY
2016-06-04,RMINRM-201603-0122,"For details, please call 63961386",ALJUNIED ROAD,2016-03-04,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201510-0811,"For details, please call 62616287",ALJUNIED ROAD,2015-10-26,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-1029,"For details, please call 66031034",AMBER ROAD,2016-04-04,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201512-0291,"For details, please call 6396 2102",ANG MO KIO AVENUE 1,2015-12-15,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0515,"For details, please call",ANG MO KIO AVENUE 2,2016-03-23,LAND TRANSPORT AUTHORITY
2016-08-20,RMINRM-201605-0103,"For details, please call 67313411",ANG MO KIO AVENUE 3,2016-05-06,PUB - CATCHMENT AND WATERWAYS
2016-05-31,RMINRM-201604-0633,"For details, please call 64509310",ANG MO KIO AVENUE 3,2016-04-28,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0042,"For details, please call 63328174",ANG MO KIO AVENUE 3,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0644,"For details, please call 63328174",ANG MO KIO AVENUE 3,2016-04-15,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0869,"For details, please call",ANG MO KIO AVENUE 3,2016-04-01,LAND TRANSPORT AUTHORITY
2016-09-22,RMINRM-201603-0514,"For details, please call",ANG MO KIO AVENUE 3,2016-03-23,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0638,"For details, please call",ANG MO KIO AVENUE 3 (Bus Lane Affected),2016-03-22,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0637,"For details, please call",ANG MO KIO AVENUE 3 (Bus Lane Affected),2016-03-22,LAND TRANSPORT AUTHORITY
2016-06-07,RMINRM-201605-0179,"For details, please call",ANG MO KIO AVENUE 4 (Bus Lane Affected),2016-05-07,LAND TRANSPORT AUTHORITY
2016-09-30,RMINRM-201603-0911,"For details, please call",ANG MO KIO INDUSTRIAL PARK 2,2016-03-31,LAND TRANSPORT AUTHORITY
2016-08-26,RMINRM-201603-0539,"For details, please call",ANG MO KIO STREET 23,2016-03-17,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0015,"For details, please call 65878205",AVIATION PARK ROAD,2016-05-09,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0433,"For details, please call 62957407",AYER RAJAH AVENUE,2016-03-23,LAND TRANSPORT AUTHORITY
2017-03-22,RMINRM-201603-0431,"For details, please call 62957407",AYER RAJAH CRESCENT,2016-03-23,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201605-0122,"For details, please call 6553 5464",AYER RAJAH EXPRESSWAY,2016-05-23,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0804,"For details, please call",AYER RAJAH EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0809,"For details, please call",AYER RAJAH EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0803,"For details, please call",AYER RAJAH EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0810,"For details, please call",AYER RAJAH EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0351,"For details, please call 63961384",AYER RAJAH EXPRESSWAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0350,"For details, please call 63961384",AYER RAJAH EXPRESSWAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0607,"For details, please call 6332 6505",BALESTIER ROAD,2016-04-27,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201601-0334,"For details, please call 65946504",BALESTIER ROAD,2016-01-19,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201601-0332,"For details, please call 65946504",BALESTIER ROAD,2016-01-19,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0025,"For details, please call 65919593",BANDA STREET,2016-05-05,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201605-0075,"For details, please call 67099153",BAYSHORE ROAD,2016-05-05,LAND TRANSPORT AUTHORITY
2017-11-30,RMINRM-201603-0210,"For details, please call 63962476",BEDOK CENTRAL (Bus Lane Affected),2016-03-07,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201205-0331,"For details, please call 64467911",BEDOK NORTH AVENUE 3,2012-05-18,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201202-0432,"For details, please call 64467911",BEDOK NORTH AVENUE 3,2012-02-20,LAND TRANSPORT AUTHORITY
2016-12-30,RMINRM-201108-0335,"For details, please call 64467911",BEDOK NORTH AVENUE 3,2011-08-18,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201112-0198,"For details, please call 64467911",BEDOK NORTH ROAD,2011-12-10,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0870,"For details, please call",BEDOK NORTH ROAD (Bus Lane Affected),2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0561,"For details, please call 65877643",BEDOK RESERVOIR ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0651,"For details, please call 63328174",BEDOK RESERVOIR ROAD,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINDL-201603-0047,"For details, please call 63328174",BEDOK RESERVOIR ROAD,2016-04-15,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0141,"For details, please call 64222121",BEDOK RESERVOIR ROAD (Bus Lane Affected),2016-03-11,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0456,"For details, please call 66030319",BEDOK SOUTH AVENUE 1,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0454,"For details, please call 66030319",BEDOK SOUTH AVENUE 1,2016-05-02,LAND TRANSPORT AUTHORITY
2016-07-30,RMINRM-201603-0432,"For details, please call 65946504",BELILIOS ROAD,2016-03-28,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201603-0458,"For details, please call 62957407",BIOMEDICAL GROVE,2016-03-21,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201605-0051,"For details, please call 62957407",BIOPOLIS ROAD,2016-05-04,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201605-0053,"For details, please call 62957407",BIOPOLIS ROAD,2016-05-04,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201603-0459,"For details, please call 62957407",BIOPOLIS STREET,2016-03-21,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201605-0129,"For details, please call 62957407",BIOPOLIS WAY,2016-05-05,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201603-0461,"For details, please call 62957407",BIOPOLIS WAY,2016-03-21,LAND TRANSPORT AUTHORITY
2017-03-20,RMINRM-201603-0460,"For details, please call 62957407",BIOPOLIS WAY,2016-03-21,LAND TRANSPORT AUTHORITY
2016-09-15,RMINRM-201603-0320,"For details, please call 6396 2102",BISHAN PLACE,2016-03-16,LAND TRANSPORT AUTHORITY
2016-09-16,RMINRM-201603-0525,"For details, please call",BISHAN STREET 11,2016-03-17,LAND TRANSPORT AUTHORITY
2016-09-16,RMINRM-201603-0526,"For details, please call",BISHAN STREET 11,2016-03-17,LAND TRANSPORT AUTHORITY
2016-09-16,RMINRM-201603-0524,"For details, please call",BISHAN STREET 13,2016-03-17,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0114,"For details, please call 63328174",BOON LAY AVENUE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0015,"For details, please call 63328174",BOON LAY AVENUE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0106,"For details, please call 63328174",BOON LAY DRIVE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0008,"For details, please call 63328174",BOON LAY DRIVE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0021,"For details, please call 63328174",BOON LAY DRIVE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0121,"For details, please call 63328174",BOON LAY DRIVE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0012,"For details, please call 63328174",BOON LAY PLACE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0111,"For details, please call 63328174",BOON LAY PLACE,2016-05-02,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201605-0152,"For details, please call 63961384",BOON LAY WAY,2016-05-18,LAND TRANSPORT AUTHORITY
2017-02-28,RMINRM-201504-0416,"For details, please call 6295 7346",BOON LAY WAY,2015-04-20,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0030,"For details, please call 63346854",BRADDELL ROAD (Bus Lane Affected),2016-04-04,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0231,"For details, please call 63961385",BRANKSOME ROAD,2016-04-19,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0726,"For details, please call 65576714",BRAS BASAH ROAD (Bus Lane Affected),2016-04-01,LAND TRANSPORT AUTHORITY
2016-11-01,RMINRM-201604-0625,"For details, please call 63962943",BRICKLAND ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-07-26,RMINRM-201602-0410,"For details, please call",BUANGKOK CRESCENT,2016-02-17,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0871,"For details, please call",BUANGKOK GREEN,2016-04-01,LAND TRANSPORT AUTHORITY
2016-07-26,RMINRM-201602-0412,"For details, please call",BUANGKOK GREEN,2016-02-17,LAND TRANSPORT AUTHORITY
2016-09-30,RMINRM-201605-0021,"For details, please call 63961385",BUCKLEY ROAD,2016-05-09,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0872,"For details, please call",BUKIT BATOK CENTRAL,2016-04-01,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0108,"For details, please call 63328174",BUKIT BATOK EAST AVENUE 3,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0010,"For details, please call 63328174",BUKIT BATOK EAST AVENUE 3,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0019,"For details, please call 63328174",BUKIT BATOK ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0119,"For details, please call 63328174",BUKIT BATOK ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-11-30,RMINRM-201512-0806,"For details, please call (SITE)",BUKIT BATOK ROAD,2016-01-04,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0688,"For details, please call",BUKIT PANJANG ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-06-04,RMINRM-201605-0035,"For details, please call 6332 8159",BUKIT TIMAH EXPRESSWAY,2016-05-05,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0358,"For details, please call 63961384",BUKIT TIMAH EXPRESSWAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0357,"For details, please call 63961384",BUKIT TIMAH EXPRESSWAY,2016-04-01,LAND TRANSPORT AUTHORITY
2016-08-08,RMINRM-201605-0036,"For details, please call",BUKIT TIMAH ROAD,2016-05-09,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0691,"For details, please call 66030319",BUKIT TIMAH ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0690,"For details, please call 66030319",BUKIT TIMAH ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0627,"For details, please call 66030318",BUKIT TIMAH ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-10-14,RMINRM-201604-0299,"For details, please call",BUKIT TIMAH ROAD,2016-04-14,LAND TRANSPORT AUTHORITY
2016-06-19,RMINRM-201603-0601,"For details, please call 63961385",BUKIT TIMAH ROAD,2016-03-19,LAND TRANSPORT AUTHORITY
2016-06-15,RMINRM-201603-0447,"For details, please call 63961385",BUKIT TIMAH ROAD,2016-03-15,LAND TRANSPORT AUTHORITY
2016-07-31,RMINRM-201601-0874,"For details, please call",BUKIT TIMAH ROAD,2016-03-01,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0105,"For details, please call 65946504",BUKIT TIMAH ROAD (Bus Lane Affected),2016-04-12,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0880,"For details, please call",BUKIT TIMAH ROAD (Bus Lane Affected),2016-03-28,LAND TRANSPORT AUTHORITY
2016-07-10,RMINRM-201601-0106,"For details, please call 6396 1337",BUROH STREET,2016-01-11,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201603-0191,"For details, please call",CACTUS CRESCENT,2016-03-08,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201603-0190,"For details, please call",CACTUS ROAD,2016-03-08,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201605-0121,"For details, please call 6553 5464",CAIRNHILL ROAD,2016-05-23,LAND TRANSPORT AUTHORITY
2017-02-23,RMINRM-201602-0483,"For details, please call 63325624",CANBERRA LINK,2016-02-23,LAND TRANSPORT AUTHORITY
2016-07-15,RMINRM-201601-0833,"For details, please call 63325624",CANBERRA LINK,2016-02-10,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201510-1178,"For details, please call 63325624",CANBERRA LINK,2015-11-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0630,"For details, please call 67095283",CANTONMENT ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0636,"For details, please call 67095283",CANTONMENT ROAD (Bus Lane Affected),2016-05-01,LAND TRANSPORT AUTHORITY
2016-06-03,RMINRM-201512-0242,"For details, please call 6396 1337",CASHEW TERRACE,2015-12-04,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201605-0165,"For details, please call 63346854",CENTRAL EXPRESSWAY,2016-05-16,LAND TRANSPORT AUTHORITY
2016-05-28,RMINRM-201605-0178,"For details, please call 63346854",CENTRAL EXPRESSWAY,2016-05-15,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0955,"For details, please call",CENTRAL EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201603-0961,"For details, please call",CENTRAL EXPRESSWAY,2016-05-01,LAND TRANSPORT AUTHORITY
2016-09-20,RMINRM-201603-0448,"For details, please call",CENTRAL EXPRESSWAY,2016-03-21,LAND TRANSPORT AUTHORITY
2016-06-20,RMINRM-201601-0337,"For details, please call 65946504",CHANCERY LANE,2016-01-19,LAND TRANSPORT AUTHORITY
2016-08-30,RMINRM-201604-0409,"For details, please call 65729647",CHANGI SOUTH AVENUE 2 (Bus Lane Affected),2016-04-20,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201603-0865,"For details, please call 65729647",CHANGI SOUTH AVENUE 2 (Bus Lane Affected),2016-03-28,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201603-0373,"For details, please call 65729647",CHANGI SOUTH AVENUE 2 (Bus Lane Affected),2016-03-14,LAND TRANSPORT AUTHORITY
2016-08-30,RMINRM-201604-0410,"For details, please call 65729647",CHANGI SOUTH AVENUE 3 (Bus Lane Affected),2016-04-20,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201603-0452,"For details, please call 65729647",CHANGI SOUTH AVENUE 3 (Bus Lane Affected),2016-03-16,LAND TRANSPORT AUTHORITY
2017-06-30,RMINRM-201603-0866,"For details, please call 65729647",CHANGI SOUTH STREET 3,2016-03-28,LAND TRANSPORT AUTHORITY
2016-06-28,RMINRM-201512-0690,"For details, please call",CHARTWELL DRIVE,2015-12-29,LAND TRANSPORT AUTHORITY
2016-06-15,RMINRM-201604-0535,"For details, please call 67313411",CHEE HOON AVENUE,2016-04-25,PUB - CATCHMENT AND WATERWAYS
2016-08-21,RMINRM-201602-0307,"For details, please call 6396 1337",CHESTNUT AVENUE,2016-02-22,LAND TRANSPORT AUTHORITY
2016-10-31,RMINDL-201604-0016,"For details, please call 63328174",CHOA CHU KANG AVENUE 2,2016-05-02,LAND TRANSPORT AUTHORITY
2016-10-31,RMINRM-201604-0115,"For details, please call 63328174",CHOA CHU KANG AVENUE 2,2016-05-02,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201511-0800,"For details, please call 6396 1337",CHOA CHU KANG LOOP,2015-12-01,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-0873,"For details, please call",CHOA CHU KANG WAY (Bus Lane Affected),2016-04-01,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0686,"For details, please call 66718408",CIRCUIT ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201512-0322,"For details, please call 6396 1337",CLEANTECH VIEW,2015-12-15,LAND TRANSPORT AUTHORITY
2016-06-08,RMINRM-201511-0529,"For details, please call 64792490 /130 (SITE)",CLEMENTI ROAD,2015-12-09,LAND TRANSPORT AUTHORITY
2016-07-08,RMINRM-201511-0531,"For details, please call 64792490 /130 (SITE)",CLEMENTI ROAD,2015-12-07,LAND TRANSPORT AUTHORITY
2016-07-22,RMINRM-201604-0453,"For details, please call 63961386",CLUNY ROAD,2016-04-22,LAND TRANSPORT AUTHORITY
2016-05-30,RMINRM-201604-0312,"For details, please call",COMMONWEALTH AVENUE,2016-04-16,LAND TRANSPORT AUTHORITY
2016-06-08,RMINRM-201511-0526,"For details, please call 64792490 /130 (SITE)",COMMONWEALTH AVENUE WEST,2015-12-09,LAND TRANSPORT AUTHORITY
2016-06-08,RMINRM-201511-0527,"For details, please call 64792490 /130 (SITE)",COMMONWEALTH AVENUE WEST,2015-12-09,LAND TRANSPORT AUTHORITY
2016-08-26,RMINRM-201603-0547,"For details, please call",COMPASSVALE ROAD,2016-03-17,LAND TRANSPORT AUTHORITY
2016-07-10,RMINRM-201511-0426,"For details, please call",COMPASSVALE ROAD,2015-11-30,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201512-0523,"For details, please call 62616287",COMPASSVALE STREET,2015-12-16,LAND TRANSPORT AUTHORITY
2018-12-31,RMINRM-201601-0118,"For details, please call 62616287",COMPASSVALE STREET (Bus Lane Affected),2016-01-11,LAND TRANSPORT AUTHORITY
2016-06-14,RMINRM-201512-0643,"For details, please call",CONWAY CIRCLE,2015-12-23,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201605-0024,"For details, please call 63961385",CORONATION ROAD,2016-05-09,LAND TRANSPORT AUTHORITY
2016-10-30,RMINRM-201605-0022,"For details, please call 63961385",CORONATION ROAD WEST,2016-05-09,LAND TRANSPORT AUTHORITY
2016-05-27,RMINRM-201603-0614,"For details, please call 63328203",CTE TUNNEL,2016-05-23,LAND TRANSPORT AUTHORITY
2016-06-06,RMINRM-201604-0800,"For details, please call 66817681",CTE TUNNEL,2016-05-06,LAND TRANSPORT AUTHORITY
2016-06-06,RMINRM-201604-0798,"For details, please call 66817681",CTE TUNNEL,2016-05-06,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201603-1101,"For details, please call",DEFU AVENUE 1,2016-04-01,LAND TRANSPORT AUTHORITY
2016-06-25,RMINRM-201601-0537,"For details, please call 65946517",DERBYSHIRE ROAD (Bus Lane Affected),2016-02-01,LAND TRANSPORT AUTHORITY
2016-09-30,RMINRM-201605-0026,"For details, please call 63961385",DUCHESS AVENUE,2016-05-09,LAND TRANSPORT AUTHORITY
2016-05-28,RMINRM-201604-0734,"For details, please call 67313411",DUNEARN CLOSE,2016-04-29,PUB - CATCHMENT AND WATERWAYS
2016-10-14,RMINRM-201604-0300,"For details, please call",DUNEARN CLOSE,2016-04-14,LAND TRANSPORT AUTHORITY
2016-05-31,RMINRM-201604-0689,"For details, please call 66030319",DUNEARN ROAD,2016-05-02,LAND TRANSPORT AUTHORITY
2016-06-30,RMINRM-201604-0628,"For details, please call 66030318",DUNEARN ROAD,2016-05-01,LAND TRANSPORT AUTHORITY
